Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
550.868,-15.025,-5.025,100
551.268,-14.925,-4.925,100
551.468,-14.858,-4.858,100
551.668,-14.791,-4.791,100
551.868,-14.657,-4.657,100
552.268,-14.423,-4.423,100
552.468,-14.29,-4.29,100
552.668,-14.122,-4.122,100
553.068,-13.788,-3.788,100
553.268,-13.621,-3.621,100
553.468,-13.42,-3.42,100
553.868,-13.019,-3.019,100
554.068,-12.818,-2.818,100
554.268,-12.584,-2.584,100
554.468,-12.35,-2.35,99.19413919
554.868,-11.882,-1.882,81.88034188
555.068,-11.647,-1.647,73.01587302
555.268,-11.38,-1.38,62.63736264
555.668,-10.878,-0.878,42.83272283
555.868,-10.643,-0.643,33.40659341
556.068,-10.376,-0.376,22.46642247
556.268,-10.108,-0.108,11.35531136
556.668,-9.606,0.394,-9.841269841
556.868,-9.338,0.662,-21.36752137
557.068,-9.137,0.863,-30.20757021
557.468,-8.668,1.332,-51.08669109
557.668,-8.434,1.566,-61.73382173
557.868,-8.233,1.767,-71.06227106
558.268,-7.864,2.136,-88.66910867
558.468,-7.663,2.337,-98.33943834
558.668,-7.529,2.471,-100
559.068,-7.194,2.806,-100
559.268,-7.094,2.906,-100
559.468,-6.96,3.04,-100
559.668,-6.826,3.174,-100
560.068,-6.625,3.375,-100
560.268,-6.558,3.442,-100
560.468,-6.491,3.509,-100
560.868,-6.323,3.677,-100
561.068,-6.256,3.744,-100
561.268,-6.189,3.811,-100
561.468,-6.155,3.845,-100
561.868,-6.055,3.945,-100
562.068,-6.021,3.979,-100
562.268,-5.988,4.012,-100
562.668,-5.921,4.079,-100
562.868,-5.921,4.079,-100
563.068,-5.887,4.113,-100
563.468,-5.854,4.146,-100
563.668,-5.82,4.18,-100
563.868,-5.82,4.18,-100
564.068,-5.82,4.18,-100
564.468,-5.787,4.213,-100
564.668,-5.787,4.213,-100
564.868,-5.787,4.213,-100
565.068,-5.787,4.213,-100
565.468,-5.787,4.213,-100
565.668,-5.787,4.213,-100
565.868,-5.82,4.18,-100
566.268,-5.787,4.213,-100
566.468,-5.82,4.18,-100
566.668,-5.82,4.18,-100
567.068,-5.854,4.146,-100
567.268,-5.854,4.146,-100
567.468,-5.854,4.146,-100
567.668,-5.887,4.113,-100
568.068,-5.921,4.079,-100
568.268,-5.921,4.079,-100
568.468,-5.921,4.079,-100
568.868,-5.988,4.012,-100
569.068,-5.988,4.012,-100
569.268,-6.021,3.979,-100
569.668,-6.055,3.945,-100
569.868,-6.088,3.912,-100
570.068,-6.088,3.912,-100
570.268,-6.122,3.878,-100
570.668,-6.155,3.845,-100
570.868,-6.155,3.845,-100
571.068,-6.189,3.811,-100
571.268,-6.189,3.811,-100
571.668,-6.223,3.777,-100
571.868,-6.29,3.71,-100
572.068,-6.29,3.71,-100
572.468,-6.357,3.643,-100
572.668,-6.357,3.643,-100
572.868,-6.39,3.61,-100
573.268,-6.424,3.576,-100
573.468,-6.457,3.543,-100
573.668,-6.457,3.543,-100
574.068,-6.524,3.476,-100
574.268,-6.558,3.442,-100
574.468,-6.558,3.442,-100
574.668,-6.591,3.409,-100
575.068,-6.625,3.375,-100
575.268,-6.658,3.342,-100
575.468,-6.692,3.308,-100
575.868,-6.725,3.275,-100
576.068,-6.759,3.241,-100
576.268,-6.759,3.241,-100
576.668,-6.826,3.174,-100
576.868,-6.859,3.141,-100
577.068,-6.893,3.107,-100
577.268,-6.893,3.107,-100
577.668,-6.926,3.074,-100
577.868,-6.96,3.04,-100
578.068,-6.993,3.007,-100
578.468,-7.06,2.94,-100
578.668,-7.06,2.94,-100
578.868,-7.094,2.906,-100
579.268,-7.161,2.839,-100
579.468,-7.161,2.839,-100
579.668,-7.194,2.806,-100
579.868,-7.194,2.806,-100
580.268,-7.261,2.739,-100
580.468,-7.295,2.705,-100
580.668,-7.295,2.705,-100
581.068,-7.362,2.638,-100
581.268,-7.395,2.605,-100
581.468,-7.395,2.605,-100
581.868,-7.462,2.538,-100
582.068,-7.462,2.538,-100
582.268,-7.496,2.504,-100
582.468,-7.529,2.471,-100
582.868,-7.596,2.404,-100
583.068,-7.596,2.404,-100
583.268,-7.63,2.37,-100
583.668,-7.697,2.303,-99.8046398
583.868,-7.697,2.303,-100
584.068,-7.697,2.303,-100
584.268,-7.73,2.27,-100
584.668,-7.797,2.203,-100
584.868,-7.797,2.203,-100
585.068,-7.831,2.169,-100
585.468,-7.898,2.102,-100
585.668,-7.898,2.102,-100
585.868,-7.931,2.069,-100
586.068,-7.965,2.035,-100
586.468,-7.998,2.002,-100
586.668,-8.032,1.968,-100
586.868,-8.065,1.935,-100
587.068,-8.065,1.935,-100
587.468,-8.099,1.901,-100
587.668,-8.132,1.868,-100
587.868,-8.132,1.868,-100
588.268,-8.199,1.801,-100
588.468,-8.199,1.801,-100
588.668,-8.233,1.767,-100
588.868,-8.266,1.734,-100
589.268,-8.3,1.7,-100
589.468,-8.333,1.667,-100
589.668,-8.367,1.633,-100
590.068,-8.4,1.6,-100
590.268,-8.4,1.6,-100
590.468,-8.434,1.566,-100
590.868,-8.501,1.499,-100
591.068,-8.501,1.499,-100
591.268,-8.501,1.499,-100
591.668,-8.568,1.432,-100
591.868,-8.601,1.399,-100
592.068,-8.601,1.399,-100
592.268,-8.635,1.365,-100
592.668,-8.668,1.332,-100
592.868,-8.668,1.332,-100
593.068,-8.702,1.298,-100
593.268,-8.735,1.265,-100
593.668,-8.769,1.231,-100
593.868,-8.802,1.198,-100
594.068,-8.802,1.198,-100
594.468,-8.869,1.131,-100
594.668,-8.869,1.131,-100
594.868,-8.936,1.064,-100
595.068,-8.936,1.064,-100
595.468,-8.97,1.03,-100
595.668,-8.97,1.03,-100
595.868,-9.003,0.997,-100
596.268,-9.037,0.963,-99.9023199
596.468,-9.07,0.93,-99.02319902
596.668,-9.07,0.93,-99.53601954
597.068,-9.103,0.897,-99.12087912
597.268,-9.137,0.863,-98.19291819
597.468,-9.17,0.83,-97.26495726
597.668,-9.17,0.83,-97.72893773
598.068,-9.237,0.763,-95.77533578
598.268,-9.237,0.763,-96.21489621
598.468,-9.237,0.763,-96.63003663
598.668,-9.304,0.696,-94.21245421
599.068,-9.304,0.696,-94.96947497
599.268,-9.338,0.662,-93.94383394
599.468,-9.338,0.662,-94.31013431
599.868,-9.371,0.629,-93.6019536
600.068,-9.405,0.595,-92.55189255
600.268,-9.438,0.562,-91.45299145
600.468,-9.438,0.562,-91.77045177
600.868,-9.472,0.528,-90.94017094
601.068,-9.472,0.528,-91.23321123
601.268,-9.505,0.495,-90.10989011
601.668,-9.505,0.495,-90.64713065
601.868,-9.572,0.428,-88.08302808
602.068,-9.572,0.428,-88.32722833
602.268,-9.606,0.394,-87.15506716
602.668,-9.639,0.361,-86.17826618
602.868,-9.639,0.361,-86.37362637
603.068,-9.673,0.327,-85.17704518
603.468,-9.673,0.327,-85.54334554
603.668,-9.673,0.327,-85.71428571
603.868,-9.706,0.294,-84.49328449
604.268,-9.74,0.26,-83.39438339
604.468,-9.74,0.26,-83.54090354
604.668,-9.74,0.26,-83.68742369
604.868,-9.74,0.26,-83.83394383
605.268,-9.807,0.193,-81.26984127
605.468,-9.773,0.227,-82.78388278
605.668,-9.807,0.193,-81.48962149
605.868,-9.807,0.193,-81.61172161
606.268,-9.84,0.16,-80.39072039
606.468,-9.84,0.16,-80.48840049
606.668,-9.874,0.126,-79.14529915
606.868,-9.874,0.126,-79.21855922
607.268,-9.874,0.126,-79.36507937
607.468,-9.907,0.093,-78.02197802
607.668,-9.874,0.126,-79.48717949
608.068,-9.94,0.06,-76.77655678
608.268,-9.907,0.093,-78.21733822
608.468,-9.94,0.06,-76.84981685
608.868,-9.94,0.06,-76.92307692
609.068,-9.94,0.06,-76.94749695
609.268,-9.94,0.06,-76.996337
609.468,-9.94,0.06,-77.02075702
609.868,-9.974,0.026,-75.67765568
610.068,-9.974,0.026,-75.67765568
610.268,-9.974,0.026,-75.7020757
610.668,-9.974,0.026,-75.72649573
610.868,-10.007,-0.007,-74.33455433
611.068,-9.974,0.026,-75.75091575
611.268,-9.974,0.026,-75.75091575
611.668,-10.007,-0.007,-74.38339438
611.868,-10.007,-0.007,-74.35897436
612.068,-9.974,0.026,-75.77533578
612.468,-10.007,-0.007,-74.38339438
612.668,-10.007,-0.007,-74.38339438
612.868,-10.007,-0.007,-74.38339438
613.268,-10.007,-0.007,-74.38339438
613.468,-10.007,-0.007,-74.38339438
613.668,-10.007,-0.007,-74.35897436
613.868,-10.007,-0.007,-74.35897436
614.268,-10.007,-0.007,-74.35897436
614.468,-10.007,-0.007,-74.35897436
614.668,-9.974,0.026,-75.75091575
615.068,-10.007,-0.007,-74.35897436
615.268,-10.007,-0.007,-74.35897436
615.468,-10.007,-0.007,-74.35897436
615.868,-10.007,-0.007,-74.33455433
616.068,-10.007,-0.007,-74.33455433
616.268,-10.007,-0.007,-74.33455433
616.668,-10.007,-0.007,-74.33455433
616.868,-10.007,-0.007,-74.31013431
617.068,-10.041,-0.041,-72.89377289
617.468,-10.007,-0.007,-74.28571429
617.668,-9.974,0.026,-75.7020757
617.868,-10.007,-0.007,-74.31013431
618.068,-10.007,-0.007,-74.28571429
618.468,-10.007,-0.007,-74.28571429
618.668,-10.007,-0.007,-74.28571429
618.868,-10.007,-0.007,-74.28571429
619.068,-10.007,-0.007,-74.28571429
619.468,-10.007,-0.007,-74.26129426
619.668,-10.007,-0.007,-74.26129426
619.868,-10.007,-0.007,-74.26129426
620.268,-10.007,-0.007,-74.26129426
620.468,-10.007,-0.007,-74.23687424
620.668,-10.007,-0.007,-74.23687424
621.068,-10.007,-0.007,-74.23687424
621.268,-10.007,-0.007,-74.23687424
621.468,-9.974,0.026,-75.62881563
621.668,-9.974,0.026,-75.65323565
622.068,-9.974,0.026,-75.67765568
622.268,-9.974,0.026,-75.7020757
622.468,-10.007,-0.007,-74.31013431
622.868,-9.974,0.026,-75.72649573
623.068,-9.974,0.026,-75.72649573
623.268,-9.974,0.026,-75.75091575
623.468,-10.007,-0.007,-74.35897436
623.868,-9.974,0.026,-75.77533578
624.068,-9.974,0.026,-75.7997558
624.268,-9.974,0.026,-75.7997558
624.668,-9.94,0.06,-77.24053724
624.868,-9.974,0.026,-75.87301587
625.068,-9.974,0.026,-75.87301587
625.468,-9.974,0.026,-75.8974359
625.668,-9.974,0.026,-75.92185592
625.868,-9.974,0.026,-75.94627595
626.068,-9.974,0.026,-75.94627595
626.468,-9.974,0.026,-75.97069597
626.668,-9.974,0.026,-75.995116
626.868,-9.974,0.026,-76.01953602
627.268,-9.974,0.026,-76.04395604
627.468,-9.974,0.026,-76.04395604
627.668,-9.974,0.026,-76.06837607
628.068,-9.974,0.026,-76.09279609
628.268,-9.974,0.026,-76.11721612
628.468,-9.974,0.026,-76.11721612
628.668,-9.974,0.026,-76.14163614
629.068,-9.94,0.06,-77.58241758
629.268,-9.974,0.026,-76.19047619
629.468,-9.974,0.026,-76.21489621
629.868,-9.974,0.026,-76.23931624
630.068,-9.974,0.026,-76.26373626
630.268,-9.974,0.026,-76.26373626
630.668,-9.94,0.06,-77.7045177
630.868,-9.974,0.026,-76.33699634
631.068,-9.974,0.026,-76.33699634
631.468,-9.974,0.026,-76.36141636
631.668,-9.974,0.026,-76.38583639
631.868,-9.974,0.026,-76.41025641
632.068,-9.974,0.026,-76.41025641
632.468,-9.974,0.026,-76.43467643
632.668,-9.974,0.026,-76.45909646
632.868,-9.974,0.026,-76.48351648
633.268,-9.974,0.026,-76.53235653
633.468,-9.974,0.026,-76.53235653
633.668,-9.94,0.06,-77.97313797
633.868,-9.974,0.026,-76.58119658
634.268,-9.974,0.026,-76.60561661
634.468,-9.974,0.026,-76.63003663
634.668,-9.974,0.026,-76.63003663
635.068,-9.974,0.026,-76.67887668
635.268,-9.974,0.026,-76.67887668
635.468,-9.974,0.026,-76.7032967
635.668,-9.974,0.026,-76.7032967
636.068,-9.974,0.026,-76.72771673
636.268,-9.974,0.026,-76.75213675
636.468,-9.974,0.026,-76.77655678
636.868,-10.007,-0.007,-75.38461538
637.068,-9.974,0.026,-76.8009768
637.268,-9.974,0.026,-76.8009768
637.668,-9.974,0.026,-76.82539683
637.868,-9.974,0.026,-76.84981685
638.068,-9.974,0.026,-76.87423687
638.268,-10.007,-0.007,-75.45787546
638.668,-9.974,0.026,-76.8986569
638.868,-9.974,0.026,-76.8986569
639.068,-9.974,0.026,-76.92307692
639.468,-9.974,0.026,-76.92307692
