Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1826.068,-10.007,-0.007,-71.67277167
1826.468,-10.007,-0.007,-71.64835165
1826.668,-10.007,-0.007,-71.64835165
1826.868,-10.007,-0.007,-71.64835165
1827.068,-9.974,0.026,-73.06471306
1827.468,-10.007,-0.007,-71.64835165
1827.668,-10.007,-0.007,-71.64835165
1827.868,-10.007,-0.007,-71.64835165
1828.068,-10.007,-0.007,-71.64835165
1828.468,-10.007,-0.007,-71.62393162
1828.668,-10.007,-0.007,-71.62393162
1828.868,-10.007,-0.007,-71.62393162
1829.068,-10.007,-0.007,-71.62393162
1829.468,-10.007,-0.007,-71.5995116
1829.668,-10.007,-0.007,-71.5995116
1829.868,-10.007,-0.007,-71.5995116
1830.268,-10.007,-0.007,-71.5995116
1830.468,-9.974,0.026,-72.99145299
1830.668,-10.007,-0.007,-71.5995116
1830.868,-10.007,-0.007,-71.5995116
1831.268,-9.974,0.026,-73.01587302
1831.468,-10.007,-0.007,-71.5995116
1831.668,-10.007,-0.007,-71.5995116
1831.868,-9.974,0.026,-73.01587302
1832.268,-9.974,0.026,-73.04029304
1832.468,-10.007,-0.007,-71.64835165
1832.668,-10.007,-0.007,-71.64835165
1833.068,-10.007,-0.007,-71.62393162
1833.268,-10.007,-0.007,-71.62393162
1833.468,-10.007,-0.007,-71.62393162
1833.668,-10.007,-0.007,-71.62393162
1834.068,-10.007,-0.007,-71.5995116
1834.268,-10.007,-0.007,-71.5995116
1834.468,-9.974,0.026,-73.01587302
1834.868,-10.007,-0.007,-71.5995116
1835.068,-10.007,-0.007,-71.5995116
1835.268,-10.007,-0.007,-71.5995116
1835.468,-10.007,-0.007,-71.5995116
1835.868,-10.007,-0.007,-71.5995116
1836.068,-10.007,-0.007,-71.57509158
1836.268,-10.007,-0.007,-71.57509158
1836.468,-10.007,-0.007,-71.57509158
1836.868,-10.007,-0.007,-71.57509158
1837.068,-10.007,-0.007,-71.57509158
1837.268,-10.007,-0.007,-71.55067155
1837.468,-10.007,-0.007,-71.55067155
1837.868,-10.007,-0.007,-71.55067155
1838.068,-9.974,0.026,-72.96703297
1838.268,-10.007,-0.007,-71.55067155
1838.668,-10.007,-0.007,-71.57509158
1838.868,-10.007,-0.007,-71.57509158
1839.068,-9.974,0.026,-72.96703297
1839.268,-10.007,-0.007,-71.57509158
1839.668,-10.007,-0.007,-71.57509158
1839.868,-10.007,-0.007,-71.57509158
1840.068,-10.007,-0.007,-71.55067155
1840.468,-10.007,-0.007,-71.55067155
1840.668,-10.007,-0.007,-71.55067155
1840.868,-10.007,-0.007,-71.55067155
1841.068,-9.974,0.026,-72.94261294
1841.468,-9.974,0.026,-72.96703297
1841.668,-9.974,0.026,-72.96703297
1841.868,-9.974,0.026,-72.99145299
1842.268,-9.94,0.06,-74.45665446
1842.468,-9.94,0.06,-74.48107448
1842.668,-9.94,0.06,-74.50549451
1842.868,-9.907,0.093,-75.97069597
1843.268,-9.907,0.093,-76.06837607
1843.468,-9.907,0.093,-76.11721612
1843.668,-9.874,0.126,-77.58241758
1844.068,-9.874,0.126,-77.72893773
1844.268,-9.84,0.16,-79.19413919
1844.468,-9.84,0.16,-79.29181929
1844.868,-9.807,0.193,-80.9035409
