Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1323.468,20.089,-9.911,100
1323.668,20.123,-9.877,100
1323.868,20.19,-9.81,100
1324.268,20.325,-9.675,100
1324.468,20.461,-9.539,100
1324.668,20.562,-9.438,100
1324.868,20.663,-9.337,100
1325.268,20.934,-9.066,100
1325.468,21.069,-8.931,100
1325.668,21.204,-8.796,100
1325.868,21.339,-8.661,100
1326.268,21.643,-8.357,100
1326.468,21.846,-8.154,100
1326.668,22.015,-7.985,100
1326.868,22.184,-7.816,100
1327.268,22.522,-7.478,100
1327.468,22.725,-7.275,100
1327.668,22.894,-7.106,100
1327.868,23.096,-6.904,100
1328.268,23.502,-6.498,100
1328.468,23.705,-6.295,100
1328.668,23.908,-6.092,100
1328.868,24.111,-5.889,100
1329.268,24.55,-5.45,100
1329.468,24.72,-5.28,100
1329.668,24.956,-5.044,100
1330.068,25.362,-4.638,100
1330.268,25.599,-4.401,100
1330.468,25.802,-4.198,100
1330.668,26.039,-3.961,100
1331.068,26.479,-3.521,100
1331.268,26.682,-3.318,100
1331.468,26.885,-3.115,100
1331.668,27.122,-2.878,100
1332.068,27.596,-2.404,100
1332.268,27.799,-2.201,92.91819292
1332.468,28.002,-1.998,85.54334554
1332.868,28.442,-1.558,69.03540904
1333.068,28.679,-1.321,59.87789988
1333.268,28.882,-1.118,52.01465201
1333.468,29.12,-0.88,42.63736264
1333.668,29.323,-0.677,34.52991453
1334.068,29.695,-0.305,19.43833944
1334.268,29.932,-0.068,9.597069597
1334.468,30.102,0.102,2.490842491
1334.868,30.441,0.441,-11.99023199
1335.068,30.61,0.61,-19.38949939
1335.268,30.746,0.746,-25.44566545
1335.468,30.881,0.881,-31.57509158
1335.868,31.118,1.118,-42.63736264
1336.068,31.22,1.22,-47.54578755
1336.268,31.322,1.322,-52.5030525
1336.468,31.423,1.423,-57.53357753
1336.868,31.559,1.559,-64.85958486
1337.068,31.593,1.593,-67.13064713
1337.268,31.627,1.627,-69.45054945
1337.468,31.661,1.661,-71.77045177
1337.868,31.694,1.694,-75.04273504
1338.068,31.728,1.728,-77.41147741
1338.268,31.728,1.728,-78.36385836
1338.468,31.728,1.728,-79.31623932
1338.868,31.694,1.694,-79.75579976
1339.068,31.661,1.661,-79.26739927
1339.268,31.627,1.627,-78.73015873
1339.468,31.593,1.593,-78.21733822
1339.868,31.491,1.491,-75.65323565
1340.068,31.457,1.457,-75.01831502
1340.268,31.389,1.389,-72.96703297
1340.468,31.322,1.322,-70.86691087
1340.868,31.186,1.186,-66.59340659
1341.068,31.152,1.152,-65.81196581
1341.268,31.084,1.084,-63.58974359
1341.468,30.983,0.983,-59.87789988
1341.868,30.847,0.847,-55.21367521
1342.068,30.779,0.779,-52.82051282
1342.268,30.678,0.678,-48.93772894
1342.468,30.61,0.61,-46.47130647
1342.868,30.441,0.441,-39.92673993
1343.068,30.373,0.373,-37.31379731
1343.268,30.271,0.271,-33.23565324
1343.468,30.17,0.17,-29.08424908
1343.868,30.034,0.034,-23.54090354
1344.068,29.966,-0.034,-20.68376068
1344.268,29.898,-0.102,-17.82661783
1344.468,29.797,-0.203,-13.47985348
1344.868,29.661,-0.339,-7.496947497
1345.068,29.594,-0.406,-4.444444444
1345.268,29.492,-0.508,0.048840049
1345.468,29.458,-0.542,1.758241758
1345.868,29.323,-0.677,8.107448107
1346.068,29.255,-0.745,11.35531136
1346.268,29.187,-0.813,14.62759463
1346.468,29.153,-0.847,16.50793651
1346.868,29.052,-0.948,21.75824176
1347.068,29.018,-0.982,23.71184371
1347.268,28.95,-1.05,27.10622711
1347.468,28.95,-1.05,27.69230769
1347.868,28.882,-1.118,31.72161172
1348.068,28.849,-1.151,33.74847375
1348.268,28.815,-1.185,35.82417582
1348.468,28.815,-1.185,36.45909646
1348.868,28.781,-1.219,39.19413919
1349.068,28.781,-1.219,39.87789988
1349.268,28.781,-1.219,40.53724054
1349.468,28.815,-1.185,39.78021978
1349.868,28.815,-1.185,41.0989011
1350.068,28.815,-1.185,41.73382173
1350.268,28.849,-1.151,40.95238095
1350.468,28.882,-1.118,40.17094017
1350.868,28.916,-1.084,39.95115995
1351.068,28.95,-1.05,39.12087912
1351.268,28.984,-1.016,38.26617827
1351.468,29.018,-0.982,37.38705739
1351.868,29.086,-0.914,35.57997558
1352.068,29.12,-0.88,34.65201465
1352.268,29.187,-0.813,32.28327228
1352.468,29.221,-0.779,31.30647131
1352.868,29.289,-0.711,29.27960928
1353.068,29.357,-0.643,26.81318681
1353.268,29.357,-0.643,27.15506716
1353.468,29.424,-0.576,24.66422466
1353.868,29.526,-0.474,20.97680098
1354.068,29.56,-0.44,19.8046398
1354.268,29.594,-0.406,18.63247863
1354.468,29.661,-0.339,15.995116
1354.868,29.729,-0.271,13.5042735
1355.068,29.763,-0.237,12.23443223
1355.268,29.797,-0.203,10.91575092
1355.468,29.797,-0.203,11.03785104
1355.868,29.898,-0.102,6.95970696
1356.068,29.932,-0.068,5.567765568
1356.268,29.932,-0.068,5.616605617
1356.468,29.966,-0.034,4.224664225
1356.868,30.034,0.034,1.367521368
1357.068,30.034,0.034,1.343101343
1357.268,30.068,0.068,-0.073260073
1357.468,30.068,0.068,-0.097680098
1357.868,30.102,0.102,-1.611721612
1358.068,30.102,0.102,-1.660561661
1358.268,30.136,0.136,-3.15018315
1358.468,30.136,0.136,-3.223443223
1358.868,30.136,0.136,-3.36996337
1359.068,30.136,0.136,-3.443223443
1359.268,30.136,0.136,-3.516483516
1359.668,30.136,0.136,-3.687423687
1359.868,30.136,0.136,-3.760683761
1360.068,30.17,0.17,-5.25030525
1360.468,30.102,0.102,-2.564102564
1360.668,30.102,0.102,-2.612942613
1360.868,30.102,0.102,-2.661782662
1361.068,30.068,0.068,-1.294261294
1361.468,30.102,0.102,-2.808302808
1361.668,30.068,0.068,-1.440781441
1361.868,30.068,0.068,-1.465201465
1362.068,30.034,0.034,-0.073260073
1362.468,30,0,1.294261294
1362.668,29.966,-0.034,2.735042735
1362.868,29.966,-0.034,2.759462759
1363.068,30,0,1.343101343
1363.468,29.932,-0.068,4.224664225
1363.668,29.932,-0.068,4.273504274
1363.868,29.898,-0.102,5.738705739
1364.268,29.898,-0.102,5.860805861
1364.468,29.865,-0.135,7.326007326
1364.668,29.865,-0.135,7.399267399
1364.868,29.831,-0.169,8.913308913
1365.268,29.831,-0.169,9.108669109
1365.468,29.797,-0.203,10.62271062
1365.668,29.797,-0.203,10.74481074
1365.868,29.797,-0.203,10.84249084
1366.268,29.797,-0.203,11.08669109
1366.468,29.763,-0.237,12.62515263
1366.668,29.797,-0.203,11.33089133
1367.068,29.729,-0.271,14.43223443
1367.268,29.763,-0.237,13.13797314
1367.468,29.729,-0.271,14.7008547
1367.668,29.729,-0.271,14.84737485
1368.068,29.729,-0.271,15.16483516
1368.268,29.729,-0.271,15.31135531
1368.468,29.729,-0.271,15.45787546
1368.668,29.729,-0.271,15.6043956
1369.068,29.729,-0.271,15.8974359
1369.268,29.729,-0.271,16.04395604
1369.468,29.729,-0.271,16.19047619
1369.868,29.729,-0.271,16.48351648
1370.068,29.763,-0.237,15.18925519
1370.268,29.763,-0.237,15.33577534
1370.468,29.763,-0.237,15.45787546
1370.868,29.797,-0.203,14.26129426
1371.068,29.797,-0.203,14.38339438
1371.268,29.797,-0.203,14.48107448
