Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1994.868,42.49,2.49,0
1995.068,42.456,2.456,0
1995.468,42.388,2.388,0
1995.668,42.354,2.354,0
1995.868,42.286,2.286,0
1996.068,42.286,2.286,0
1996.468,42.184,2.184,0
1996.668,42.15,2.15,0
1996.868,42.116,2.116,0
1997.068,42.048,2.048,0
1997.468,41.98,1.98,0
1997.668,41.946,1.946,0
1997.868,41.878,1.878,0
1998.068,41.844,1.844,0
1998.468,41.776,1.776,0
1998.668,41.742,1.742,0
1998.868,41.708,1.708,0
1999.068,41.64,1.64,0
1999.468,41.572,1.572,0
1999.668,41.538,1.538,0
1999.868,41.47,1.47,0
2000.068,41.47,1.47,0
2000.468,41.368,1.368,0
2000.668,41.3,1.3,0
2000.868,41.3,1.3,0
2001.068,41.232,1.232,0
2001.468,41.164,1.164,0
2001.668,41.096,1.096,0
2001.868,41.062,1.062,0
2002.068,41.028,1.028,0
2002.468,40.96,0.96,0
2002.668,40.892,0.892,0
2002.868,40.858,0.858,0
2003.068,40.824,0.824,0
2003.468,40.722,0.722,0
2003.668,40.688,0.688,0
2003.868,40.654,0.654,0
2004.068,40.586,0.586,0
2004.468,40.552,0.552,0
2004.668,40.484,0.484,0
2004.868,40.45,0.45,0
2005.068,40.416,0.416,0
2005.468,40.314,0.314,0
2005.668,40.281,0.281,0
2005.868,40.246,0.246,0
2006.068,40.213,0.213,0
2006.468,40.111,0.111,0
2006.668,40.077,0.077,0
2006.868,40.043,0.043,0
2007.068,40.009,0.009,0
2007.468,39.941,-0.059,0
2007.668,39.873,-0.127,0
2007.868,39.839,-0.161,0
2008.068,39.805,-0.195,0
2008.468,39.703,-0.297,0
2008.668,39.669,-0.331,0
2008.868,39.635,-0.365,0
2009.068,39.601,-0.399,0
2009.468,39.533,-0.467,0
2009.668,39.465,-0.535,0
2009.868,39.465,-0.535,0
2010.068,39.397,-0.603,0
2010.468,39.329,-0.671,0
2010.668,39.261,-0.739,0
2010.868,39.227,-0.773,0
2011.068,39.193,-0.807,0
2011.468,39.125,-0.875,0
2011.668,39.091,-0.909,0
2011.868,39.057,-0.943,0
2012.068,38.99,-1.01,0
2012.468,38.921,-1.079,0
2012.668,38.888,-1.112,0
2012.868,38.854,-1.146,0
2013.068,38.82,-1.18,0
2013.468,38.752,-1.248,0
2013.668,38.718,-1.282,0
2013.868,38.65,-1.35,0
2014.068,38.616,-1.384,0
2014.468,38.548,-1.452,0
2014.668,38.514,-1.486,0
2014.868,38.48,-1.52,0
2015.068,38.412,-1.588,0
2015.468,38.378,-1.622,0
2015.668,38.344,-1.656,0
2015.868,38.31,-1.69,0
