Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
781.468,-9.907,-9.907,100
781.668,-9.84,-9.84,100
781.868,-9.773,-9.773,100
782.268,-9.572,-9.572,100
782.468,-9.472,-9.472,100
782.668,-9.338,-9.338,100
783.068,-9.07,-9.07,100
783.268,-8.903,-8.903,100
783.468,-8.735,-8.735,100
783.668,-8.534,-8.534,100
784.068,-8.166,-8.166,100
784.268,-7.965,-7.965,100
784.468,-7.764,-7.764,100
784.868,-7.328,-7.328,100
785.068,-7.094,-7.094,100
785.268,-6.859,-6.859,100
785.468,-6.625,-6.625,100
785.868,-6.155,-6.155,100
786.068,-5.921,-5.921,100
786.468,-5.418,-5.418,100
786.668,-5.15,-5.15,100
786.868,-4.882,-4.882,100
787.068,-4.647,-4.647,100
787.468,-4.11,-4.11,100
787.668,-3.876,-3.876,100
787.868,-3.607,-3.607,100
788.268,-3.071,-3.071,100
788.468,-2.802,-2.802,100
788.668,-2.534,-2.534,100
788.868,-2.299,-2.299,97.04517705
789.268,-1.762,-1.762,76.75213675
789.468,-1.494,-1.494,66.37362637
789.668,-1.192,-1.192,54.43223443
790.068,-0.655,-0.655,32.94261294
790.268,-0.42,-0.42,23.36996337
790.468,-0.151,-0.151,12.25885226
790.868,0.354,0.354,-9.010989011
791.068,0.589,0.589,-19.12087912
791.268,0.824,0.824,-29.37728938
791.468,1.025,1.025,-38.31501832
791.868,1.428,1.428,-56.58119658
792.068,1.597,1.597,-64.46886447
792.268,1.798,1.798,-73.84615385
792.668,2.067,2.067,-87.25274725
792.868,2.235,2.235,-95.45787546
793.068,2.336,2.336,-100
793.268,2.47,2.47,-100
793.668,2.672,2.672,-100
793.868,2.739,2.739,-100
794.068,2.806,2.806,-100
794.468,2.94,2.94,-100
794.668,2.974,2.974,-100
794.868,3.041,3.041,-100
795.068,3.075,3.075,-100
795.468,3.108,3.108,-100
795.668,3.142,3.142,-100
795.868,3.142,3.142,-100
796.268,3.176,3.176,-100
796.468,3.176,3.176,-100
796.668,3.176,3.176,-100
796.868,3.176,3.176,-100
797.268,3.176,3.176,-100
797.468,3.142,3.142,-100
797.668,3.142,3.142,-100
798.068,3.108,3.108,-100
798.268,3.108,3.108,-100
798.468,3.041,3.041,-100
798.868,3.008,3.008,-100
799.068,2.974,2.974,-100
799.268,2.974,2.974,-100
799.668,2.907,2.907,-100
799.868,2.84,2.84,-100
800.068,2.806,2.806,-100
800.268,2.806,2.806,-100
800.668,2.739,2.739,-100
800.868,2.672,2.672,-100
801.068,2.638,2.638,-100
801.268,2.604,2.604,-100
801.668,2.537,2.537,-100
801.868,2.47,2.47,-100
802.068,2.436,2.436,-100
802.268,2.403,2.403,-100
802.668,2.302,2.302,-98.46153846
802.868,2.268,2.268,-98.31501832
803.068,2.235,2.235,-98.14407814
803.468,2.134,2.134,-96.31257631
803.668,2.1,2.1,-96.06837607
803.868,2.067,2.067,-95.7997558
804.268,2,2,-95.21367521
804.468,1.932,1.932,-93.47985348
804.668,1.899,1.899,-93.13797314
805.068,1.765,1.765,-89.52380952
805.268,1.731,1.731,-89.05982906
805.468,1.697,1.697,-88.5958486
805.668,1.664,1.664,-88.10744811
806.068,1.563,1.563,-85.64102564
806.268,1.529,1.529,-85.07936508
806.468,1.462,1.462,-83.1013431
806.868,1.395,1.395,-81.83150183
