Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1504.868,10.746,-9.254,100
1505.068,10.813,-9.187,100
1505.268,10.881,-9.119,100
1505.668,11.116,-8.884,100
1505.868,11.217,-8.783,100
1506.068,11.352,-8.648,100
1506.268,11.487,-8.513,100
1506.668,11.79,-8.21,100
1506.868,11.992,-8.008,100
1507.068,12.161,-7.839,100
1507.268,12.296,-7.704,100
1507.668,12.666,-7.334,100
1507.868,12.869,-7.131,100
1508.068,13.071,-6.929,100
1508.268,13.273,-6.727,100
1508.668,13.678,-6.322,100
1508.868,13.914,-6.086,100
1509.068,14.116,-5.884,100
1509.268,14.352,-5.648,100
1509.668,14.79,-5.21,100
1509.868,15.026,-4.974,100
1510.068,15.262,-4.738,100
1510.268,15.498,-4.502,100
1510.668,15.937,-4.063,100
1510.868,16.173,-3.827,100
1511.068,16.409,-3.591,100
1511.268,16.679,-3.321,100
1511.668,17.152,-2.848,100
1511.868,17.388,-2.612,100
1512.068,17.624,-2.376,98.97435897
1512.268,17.894,-2.106,87.71672772
1512.668,18.367,-1.633,68.03418803
1512.868,18.603,-1.397,58.19291819
1513.068,18.84,-1.16,48.35164835
1513.268,19.076,-0.924,38.48595849
1513.668,19.549,-0.451,18.8034188
1513.868,19.785,-0.215,8.937728938
1514.068,20.021,0.021,-0.879120879
1514.268,20.224,0.224,-9.328449328
1514.668,20.596,0.596,-24.81074481
1514.868,20.798,0.798,-33.26007326
1515.068,20.967,0.967,-40.29304029
1515.268,21.136,1.136,-47.32600733
1515.668,21.373,1.373,-57.19169719
1515.868,21.542,1.542,-64.22466422
1516.068,21.609,1.609,-67.03296703
1516.268,21.744,1.744,-72.67399267
1516.668,21.913,1.913,-79.70695971
1516.868,21.981,1.981,-82.53968254
1517.068,22.049,2.049,-85.34798535
1517.268,22.082,2.082,-86.76434676
1517.468,22.116,2.116,-88.15628816
1517.868,22.184,2.184,-90.98901099
1518.068,22.184,2.184,-90.98901099
1518.268,22.184,2.184,-90.98901099
1518.668,22.184,2.184,-90.98901099
1518.868,22.184,2.184,-90.98901099
1519.068,22.15,2.15,-89.57264957
1519.268,22.15,2.15,-89.57264957
1519.668,22.082,2.082,-86.76434676
1519.868,22.049,2.049,-85.34798535
1520.068,21.981,1.981,-82.53968254
1520.268,21.947,1.947,-81.12332112
1520.468,21.913,1.913,-79.70695971
1520.868,21.812,1.812,-75.48229548
1521.068,21.744,1.744,-72.67399267
1521.268,21.711,1.711,-71.25763126
1521.468,21.609,1.609,-67.03296703
1521.868,21.508,1.508,-62.80830281
1522.068,21.44,1.44,-60
1522.268,21.373,1.373,-57.19169719
1522.468,21.305,1.305,-54.35897436
1522.868,21.17,1.17,-48.74236874
1523.068,21.103,1.103,-45.93406593
1523.268,21.035,1.035,-43.1013431
1523.468,20.967,0.967,-40.29304029
1523.868,20.866,0.866,-36.06837607
1524.068,20.798,0.798,-33.26007326
1524.268,20.697,0.697,-29.03540904
1524.468,20.629,0.629,-26.2026862
1524.868,20.528,0.528,-22.002442
1525.068,20.461,0.461,-19.19413919
1525.268,20.393,0.393,-16.36141636
1525.468,20.359,0.359,-14.96947497
1525.868,20.258,0.258,-10.74481074
1526.068,20.19,0.19,-7.912087912
1526.268,20.156,0.156,-6.495726496
1526.468,20.123,0.123,-5.103785104
1526.868,20.021,0.021,-0.879120879
1527.068,19.988,-0.012,0.488400488
1527.268,19.954,-0.046,1.904761905
1527.468,19.92,-0.08,3.321123321
1527.868,19.886,-0.114,4.713064713
1528.068,19.853,-0.147,6.129426129
1528.268,19.819,-0.181,7.545787546
1528.468,19.819,-0.181,7.545787546
1528.868,19.751,-0.249,10.35409035
1529.068,19.751,-0.249,10.35409035
1529.268,19.751,-0.249,10.35409035
1529.468,19.751,-0.249,10.35409035
1529.868,19.717,-0.283,11.77045177
1530.068,19.717,-0.283,11.77045177
1530.268,19.717,-0.283,11.77045177
1530.468,19.751,-0.249,10.35409035
1530.868,19.751,-0.249,10.35409035
1531.068,19.751,-0.249,10.35409035
1531.268,19.751,-0.249,10.35409035
1531.468,19.751,-0.249,10.35409035
1531.868,19.785,-0.215,8.937728938
1532.068,19.819,-0.181,7.545787546
1532.268,19.819,-0.181,7.545787546
1532.468,19.819,-0.181,7.545787546
1532.868,19.886,-0.114,4.713064713
1533.068,19.92,-0.08,3.321123321
1533.268,19.886,-0.114,4.713064713
1533.468,19.92,-0.08,3.321123321
1533.868,19.954,-0.046,1.904761905
1534.068,19.954,-0.046,1.904761905
1534.268,19.988,-0.012,0.488400488
1534.468,20.021,0.021,-0.879120879
1534.868,20.021,0.021,-0.879120879
1535.068,20.055,0.055,-2.295482295
1535.268,20.055,0.055,-2.295482295
1535.468,20.089,0.089,-3.687423687
1535.868,20.123,0.123,-5.103785104
1536.068,20.123,0.123,-5.103785104
1536.268,20.156,0.156,-6.495726496
1536.468,20.156,0.156,-6.495726496
1536.868,20.156,0.156,-6.495726496
1537.068,20.19,0.19,-7.912087912
1537.268,20.19,0.19,-7.912087912
1537.468,20.19,0.19,-7.912087912
1537.868,20.224,0.224,-9.328449328
1538.068,20.224,0.224,-9.328449328
1538.268,20.19,0.19,-7.912087912
1538.468,20.224,0.224,-9.328449328
1538.868,20.224,0.224,-9.328449328
1539.068,20.258,0.258,-10.74481074
1539.268,20.224,0.224,-9.328449328
1539.468,20.224,0.224,-9.328449328
1539.868,20.224,0.224,-9.328449328
1540.068,20.224,0.224,-9.328449328
1540.268,20.224,0.224,-9.328449328
1540.468,20.224,0.224,-9.328449328
1540.868,20.224,0.224,-9.328449328
