Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1946.268,-10.007,-0.007,-70.98901099
1946.468,-10.007,-0.007,-70.98901099
1946.668,-10.007,-0.007,-70.98901099
1947.068,-10.007,-0.007,-70.98901099
1947.268,-10.007,-0.007,-70.98901099
1947.468,-10.007,-0.007,-70.98901099
1947.668,-10.007,-0.007,-70.98901099
1948.068,-10.007,-0.007,-70.96459096
1948.268,-10.007,-0.007,-70.96459096
1948.468,-10.007,-0.007,-70.96459096
1948.668,-10.007,-0.007,-70.96459096
1949.068,-10.007,-0.007,-70.94017094
1949.268,-10.007,-0.007,-70.94017094
1949.468,-10.007,-0.007,-70.94017094
1949.868,-10.007,-0.007,-70.94017094
1950.068,-10.007,-0.007,-70.94017094
1950.268,-10.007,-0.007,-70.91575092
1950.668,-10.007,-0.007,-70.91575092
1950.868,-10.007,-0.007,-70.91575092
1951.068,-10.007,-0.007,-70.91575092
1951.268,-10.007,-0.007,-70.91575092
1951.668,-10.007,-0.007,-70.89133089
1951.868,-10.007,-0.007,-70.89133089
1952.068,-10.041,-0.041,-69.47496947
1952.468,-10.007,-0.007,-70.86691087
1952.668,-10.007,-0.007,-70.86691087
1952.868,-10.041,-0.041,-69.45054945
1953.268,-10.007,-0.007,-70.81807082
1953.468,-10.007,-0.007,-70.81807082
1953.668,-10.041,-0.041,-69.4017094
1953.868,-10.007,-0.007,-70.79365079
1954.268,-10.007,-0.007,-70.79365079
1954.468,-10.007,-0.007,-70.79365079
1954.668,-10.041,-0.041,-69.37728938
1955.068,-10.007,-0.007,-70.74481074
1955.268,-10.007,-0.007,-70.74481074
1955.468,-10.041,-0.041,-69.32844933
1955.668,-10.007,-0.007,-70.72039072
1956.068,-10.007,-0.007,-70.72039072
1956.268,-10.007,-0.007,-70.72039072
1956.468,-10.007,-0.007,-70.6959707
1956.868,-10.007,-0.007,-70.6959707
1957.068,-10.007,-0.007,-70.6959707
1957.268,-10.007,-0.007,-70.6959707
1957.668,-10.007,-0.007,-70.67155067
1957.868,-10.007,-0.007,-70.67155067
1958.068,-10.007,-0.007,-70.67155067
1958.268,-9.974,0.026,-72.08791209
1958.668,-10.007,-0.007,-70.67155067
1958.868,-10.007,-0.007,-70.67155067
1959.068,-10.007,-0.007,-70.67155067
1959.268,-10.007,-0.007,-70.67155067
1959.668,-10.007,-0.007,-70.64713065
1959.868,-10.007,-0.007,-70.64713065
1960.068,-10.007,-0.007,-70.64713065
1960.468,-10.007,-0.007,-70.67155067
1960.668,-9.974,0.026,-72.06349206
1960.868,-9.974,0.026,-72.08791209
1961.068,-9.974,0.026,-72.08791209
1961.468,-9.974,0.026,-72.11233211
1961.668,-10.007,-0.007,-70.72039072
1961.868,-9.974,0.026,-72.11233211
1962.268,-9.974,0.026,-72.13675214
1962.468,-9.974,0.026,-72.16117216
1962.668,-9.974,0.026,-72.18559219
1963.068,-9.974,0.026,-72.21001221
1963.268,-9.974,0.026,-72.21001221
1963.468,-9.974,0.026,-72.23443223
1963.668,-9.974,0.026,-72.25885226
