Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
602.868,40.009,0.009,22.1001221
603.068,40.009,0.009,22.1001221
603.268,40.009,0.009,22.1001221
603.668,40.009,0.009,22.07570208
603.868,39.975,-0.025,23.51648352
604.068,40.009,0.009,22.1001221
604.268,40.009,0.009,22.1001221
604.668,40.009,0.009,22.05128205
604.868,40.009,0.009,22.05128205
605.068,40.009,0.009,22.05128205
605.268,40.009,0.009,22.05128205
605.668,40.009,0.009,22.02686203
605.868,40.009,0.009,22.02686203
606.068,40.009,0.009,22.02686203
606.268,40.009,0.009,22.02686203
606.668,40.009,0.009,22.002442
606.868,40.009,0.009,22.002442
607.068,39.975,-0.025,23.44322344
607.468,40.009,0.009,22.002442
607.668,40.009,0.009,22.002442
607.868,39.975,-0.025,23.44322344
608.068,40.009,0.009,22.02686203
608.268,40.009,0.009,22.002442
608.668,40.009,0.009,22.002442
608.868,40.009,0.009,22.002442
609.068,40.009,0.009,22.002442
609.268,40.009,0.009,21.97802198
609.668,40.009,0.009,21.97802198
609.868,40.009,0.009,21.97802198
610.068,39.975,-0.025,23.41880342
610.468,40.009,0.009,21.97802198
610.668,40.009,0.009,21.97802198
610.868,39.975,-0.025,23.41880342
611.068,40.009,0.009,21.97802198
611.468,40.009,0.009,21.97802198
611.668,40.009,0.009,21.97802198
611.868,40.009,0.009,21.95360195
612.068,40.009,0.009,21.95360195
612.468,40.009,0.009,21.95360195
612.668,40.009,0.009,21.95360195
612.868,40.009,0.009,21.92918193
613.268,40.009,0.009,21.92918193
613.468,40.009,0.009,21.92918193
613.668,40.009,0.009,21.92918193
613.868,40.009,0.009,21.9047619
614.268,40.009,0.009,21.92918193
614.468,40.009,0.009,21.92918193
614.668,40.009,0.009,21.9047619
614.868,39.975,-0.025,23.34554335
615.268,40.009,0.009,21.92918193
615.468,39.975,-0.025,23.34554335
615.668,39.975,-0.025,23.36996337
616.068,40.009,0.009,21.92918193
616.268,39.975,-0.025,23.36996337
616.468,40.009,0.009,21.95360195
616.668,39.975,-0.025,23.36996337
617.068,39.975,-0.025,23.41880342
617.268,39.975,-0.025,23.41880342
617.468,40.009,0.009,22.002442
617.668,40.009,0.009,22.002442
618.068,39.975,-0.025,23.44322344
618.268,40.009,0.009,22.02686203
618.468,40.009,0.009,22.002442
618.668,40.009,0.009,22.002442
619.068,40.009,0.009,22.02686203
619.268,40.009,0.009,22.002442
619.468,39.975,-0.025,23.44322344
619.668,40.009,0.009,22.02686203
620.068,40.009,0.009,22.002442
620.268,40.009,0.009,22.002442
620.468,40.009,0.009,22.002442
620.668,40.009,0.009,22.002442
621.068,40.009,0.009,21.97802198
621.268,39.975,-0.025,23.41880342
621.468,40.009,0.009,22.002442
621.668,39.975,-0.025,23.41880342
622.068,39.975,-0.025,23.44322344
622.268,40.009,0.009,22.002442
622.468,40.009,0.009,22.002442
622.868,40.009,0.009,22.002442
623.068,40.009,0.009,22.002442
623.268,40.009,0.009,21.97802198
623.668,40.009,0.009,21.97802198
623.868,40.009,0.009,21.97802198
624.068,40.009,0.009,21.97802198
624.268,40.009,0.009,21.95360195
624.668,40.009,0.009,21.95360195
624.868,40.009,0.009,21.95360195
625.068,40.009,0.009,21.95360195
625.468,40.009,0.009,21.92918193
625.668,40.009,0.009,21.92918193
625.868,40.009,0.009,21.92918193
626.068,39.975,-0.025,23.36996337
626.468,40.009,0.009,21.92918193
626.668,39.975,-0.025,23.36996337
626.868,39.975,-0.025,23.36996337
627.268,40.009,0.009,21.95360195
627.468,40.009,0.009,21.95360195
627.668,39.975,-0.025,23.36996337
627.868,40.009,0.009,21.95360195
628.268,40.009,0.009,21.95360195
628.468,40.009,0.009,21.95360195
628.668,40.009,0.009,21.95360195
628.868,39.975,-0.025,23.39438339
629.268,39.975,-0.025,23.41880342
629.468,39.975,-0.025,23.41880342
629.668,39.975,-0.025,23.44322344
629.868,40.009,0.009,22.02686203
630.268,39.975,-0.025,23.46764347
