Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
320.268,-15.961,4.039,-100.0
320.668,-15.994,4.006,-100.0
320.868,-15.994,4.006,-100.0
321.068,-15.994,4.006,-100.0
321.468,-15.994,4.006,-100.0
321.668,-15.961,4.039,-100.0
321.868,-15.994,4.006,-100.0
322.068,-15.994,4.006,-100.0
322.468,-15.994,4.006,-100.0
322.668,-15.994,4.006,-100.0
322.868,-15.994,4.006,-100.0
323.268,-15.994,4.006,-100.0
323.468,-15.994,4.006,-100.0
323.668,-15.994,4.006,-100.0
323.868,-15.994,4.006,-100.0
324.268,-16.028,3.9720000000000013,-100.0
324.468,-15.994,4.006,-100.0
324.668,-16.028,3.9720000000000013,-100.0
324.868,-16.028,3.9720000000000013,-100.0
325.268,-15.994,4.006,-100.0
325.468,-16.028,3.9720000000000013,-100.0
325.668,-16.028,3.9720000000000013,-100.0
326.068,-16.028,3.9720000000000013,-100.0
326.268,-15.994,4.006,-100.0
326.468,-16.028,3.9720000000000013,-100.0
326.668,-16.028,-6.027999999999999,-100.0
327.068,-16.028,-6.027999999999999,100.0
327.268,-15.994,-5.994,100.0
327.468,-16.028,-6.027999999999999,100.0
327.668,-15.994,-5.994,100.0
327.868,-15.961,-5.961,100.0
328.268,-15.894,-5.894,100.0
328.468,-15.827,-5.827,100.0
328.668,-15.727,-5.727,100.0
328.868,-15.66,-5.66,100.0
329.268,-15.426,-5.426,100.0
329.468,-15.259,-5.259,100.0
330.468,-14.423,-4.423,100.0
330.668,-14.189,-4.189,100.0
330.868,-14.022,-4.022,100.0
331.268,-13.587,-3.5869999999999997,100.0
331.468,-13.353,-3.3529999999999998,100.0
331.668,-13.119,-3.1189999999999998,100.0
331.868,-12.885,-2.885,100.0
332.268,-12.383,-2.382999999999999,100.0
332.468,-12.149,-2.148999999999999,100.0
332.668,-11.882,-1.8819999999999997,100.0
332.868,-11.647,-1.6470000000000002,100.0
333.268,-11.112,-1.112,92.64957264957265
