Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1469.868,30.136,-9.864,100
1470.268,30.271,-9.729,100
1470.468,30.305,-9.695,100
1470.668,30.407,-9.593,100
1470.868,30.508,-9.492,100
1471.268,30.712,-9.288,100
1471.468,30.813,-9.187,100
1471.668,30.915,-9.085,100
1471.868,31.084,-8.916,100
1472.268,31.356,-8.644,100
1472.468,31.491,-8.509,100
1472.668,31.627,-8.373,100
1473.068,31.932,-8.068,100
1473.268,32.101,-7.899,100
1473.468,32.271,-7.729,100
1473.868,32.576,-7.424,100
1474.068,32.813,-7.187,100
1474.268,32.949,-7.051,100
1474.468,33.118,-6.882,100
1474.868,33.491,-6.509,100
1475.068,33.661,-6.339,100
1475.268,33.83,-6.17,100
1475.668,34.237,-5.763,100
1475.868,34.407,-5.593,100
1476.068,34.611,-5.389,100
1476.468,34.984,-5.016,100
1476.668,35.187,-4.813,100
1476.868,35.357,-4.643,100
1477.068,35.561,-4.439,100
1477.468,35.968,-4.032,100
1477.668,36.171,-3.829,100
1477.868,36.375,-3.625,100
1478.068,36.545,-3.455,100
1478.468,36.952,-3.048,100
1478.668,37.156,-2.844,100
1478.868,37.36,-2.64,100
1479.068,37.563,-2.437,100
1479.468,37.971,-2.029,86.91086691
1479.668,38.106,-1.894,82.2954823
1479.868,38.344,-1.656,73.30891331
1480.268,38.718,-1.282,59.21855922
1480.468,38.921,-1.079,51.33089133
1480.668,39.125,-0.875,43.32112332
1480.868,39.295,-0.705,36.63003663
1481.268,39.669,-0.331,21.53846154
1481.468,39.839,-0.161,14.55433455
1481.668,39.975,-0.025,8.888888889
1482.068,40.281,0.281,-4.053724054
1482.268,40.416,0.416,-9.938949939
1482.468,40.552,0.552,-15.92185592
1482.668,40.654,0.654,-20.53724054
1483.068,40.858,0.858,-29.91452991
1483.268,40.96,0.96,-34.67643468
1483.468,41.028,1.028,-38.07081807
1483.668,41.096,1.096,-41.51404151
1484.068,41.198,1.198,-47.03296703
1484.268,41.232,1.232,-49.13308913
1484.468,41.266,1.266,-51.25763126
1484.868,41.3,1.3,-54.09035409
1485.068,41.3,1.3,-54.7985348
1485.268,41.3,1.3,-55.53113553
1485.668,41.3,1.3,-56.94749695
1485.868,41.266,1.266,-56.23931624
1486.068,41.232,1.232,-55.50671551
1486.468,41.198,1.198,-55.40903541
1486.668,41.164,1.164,-54.62759463
1486.868,41.096,1.096,-52.40537241
1487.268,40.994,0.994,-49.27960928
1487.468,40.926,0.926,-46.93528694
1487.668,40.858,0.858,-44.59096459
1487.868,40.824,0.824,-43.61416361
1488.268,40.654,0.654,-37.31379731
1488.468,40.62,0.62,-36.21489621
1488.668,40.552,0.552,-33.6996337
1488.868,40.45,0.45,-29.69474969
1489.268,40.314,0.314,-24.42002442
1489.468,40.246,0.246,-21.70940171
1489.668,40.179,0.179,-18.97435897
1490.068,40.009,0.009,-11.96581197
1490.268,39.941,-0.059,-9.084249084
1490.468,39.839,-0.161,-4.761904762
1490.668,39.805,-0.195,-3.223443223
1491.068,39.635,-0.365,4.2002442
1491.268,39.567,-0.433,7.252747253
1491.468,39.499,-0.501,10.35409035
1491.668,39.431,-0.569,13.5042735
1492.068,39.295,-0.705,19.87789988
1492.268,39.261,-0.739,21.70940171
1492.468,39.193,-0.807,24.98168498
1492.868,39.091,-0.909,30.18315018
1493.068,39.057,-0.943,32.13675214
1493.268,38.99,-1.01,35.50671551
1493.468,38.955,-1.045,37.50915751
1493.668,38.921,-1.079,39.51159951
1494.068,38.854,-1.146,43.56532357
1494.268,38.854,-1.146,44.2002442
1494.468,38.82,-1.18,46.27594628
1494.868,38.82,-1.18,47.57020757
1495.068,38.82,-1.18,48.22954823
1495.268,38.82,-1.18,48.86446886
1495.668,38.786,-1.214,51.62393162
1495.868,38.82,-1.18,50.84249084
1496.068,38.82,-1.18,51.5018315
1496.268,38.82,-1.18,52.16117216
1496.668,38.888,-1.112,50.57387057
1496.868,38.888,-1.112,51.18437118
1497.068,38.888,-1.112,51.79487179
1497.468,38.955,-1.045,50.13431013
1497.668,39.023,-0.977,47.83882784
1497.868,39.057,-0.943,46.95970696
1498.068,39.091,-0.909,46.03174603
1498.468,39.159,-0.841,44.15140415
