Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1336.068,1.328,-8.672,100
1336.268,1.428,-8.572,100
1336.668,1.664,-8.336,100
1336.868,1.765,-8.235,100
1337.068,1.932,-8.068,100
1337.468,2.235,-7.765,100
1337.668,2.369,-7.631,100
1337.868,2.571,-7.429,100
1338.068,2.739,-7.261,100
1338.468,3.108,-6.892,100
1338.668,3.31,-6.69,100
1338.868,3.545,-6.455,100
1339.068,3.713,-6.287,100
1339.468,4.15,-5.85,100
1339.668,4.386,-5.614,100
1339.868,4.621,-5.379,100
1340.068,4.823,-5.177,100
1340.468,5.294,-4.706,100
1340.668,5.563,-4.437,100
1340.868,5.765,-4.235,100
1341.068,6.033,-3.967,100
1341.468,6.538,-3.462,100
1341.668,6.807,-3.193,100
1341.868,7.043,-2.957,100
1342.068,7.278,-2.722,100
1342.468,7.817,-2.183,90.96459096
1342.668,8.086,-1.914,79.73137973
1342.868,8.321,-1.679,69.93894994
1343.068,8.591,-1.409,58.70573871
1343.468,9.129,-0.871,36.26373626
1343.668,9.365,-0.635,26.44688645
1343.868,9.635,-0.365,15.21367521
1344.068,9.87,-0.13,5.396825397
1344.468,10.342,0.342,-14.23687424
1344.668,10.544,0.544,-22.63736264
1344.868,10.78,0.78,-32.47863248
1345.068,10.982,0.982,-40.9035409
1345.468,11.352,1.352,-56.33699634
1345.668,11.554,1.554,-64.76190476
1345.868,11.689,1.689,-70.37851038
1346.068,11.858,1.858,-77.38705739
1346.468,12.093,2.093,-87.22832723
1346.668,12.228,2.228,-92.82051282
1346.868,12.296,2.296,-95.62881563
1347.068,12.397,2.397,-99.85347985
1347.468,12.565,2.565,-100
1347.668,12.633,2.633,-100
1347.868,12.666,2.666,-100
1348.068,12.7,2.7,-100
1348.468,12.767,2.767,-100
1348.668,12.801,2.801,-100
1348.868,12.801,2.801,-100
1349.068,12.835,2.835,-100
1349.468,12.835,2.835,-100
1349.668,12.801,2.801,-100
1349.868,12.801,2.801,-100
1350.068,12.767,2.767,-100
1350.268,12.767,2.767,-100
1350.668,12.734,2.734,-100
1350.868,12.7,2.7,-100
1351.068,12.666,2.666,-100
1351.268,12.633,2.633,-100
1351.668,12.565,2.565,-100
1351.868,12.498,2.498,-100
1352.068,12.464,2.464,-100
1352.268,12.397,2.397,-99.85347985
1352.668,12.329,2.329,-97.04517705
1352.868,12.262,2.262,-94.23687424
1353.068,12.228,2.228,-92.82051282
1353.268,12.161,2.161,-90.01221001
1353.668,12.026,2.026,-84.42002442
1353.868,11.959,1.959,-81.58730159
1354.068,11.925,1.925,-80.1953602
1354.268,11.858,1.858,-77.38705739
1354.668,11.756,1.756,-73.16239316
1354.868,11.689,1.689,-70.37851038
1355.068,11.622,1.622,-67.57020757
1355.268,11.554,1.554,-64.76190476
1355.668,11.453,1.453,-60.53724054
1355.868,11.386,1.386,-57.72893773
1356.068,11.352,1.352,-56.33699634
1356.268,11.285,1.285,-53.52869353
1356.668,11.15,1.15,-47.91208791
1356.868,11.116,1.116,-46.4957265
1357.068,11.083,1.083,-45.1037851
1357.268,11.015,1.015,-42.2954823
1357.668,10.914,0.914,-38.07081807
1357.868,10.847,0.847,-35.26251526
1358.068,10.813,0.813,-33.87057387
1358.268,10.78,0.78,-32.47863248
1358.668,10.679,0.679,-28.25396825
1358.868,10.645,0.645,-26.86202686
1359.068,10.611,0.611,-25.44566545
1359.268,10.577,0.577,-24.05372405
1359.668,10.51,0.51,-21.24542125
1359.868,10.476,0.476,-19.82905983
1360.068,10.409,0.409,-17.02075702
1360.268,10.409,0.409,-17.02075702
1360.668,10.375,0.375,-15.62881563
1360.868,10.342,0.342,-14.23687424
1361.068,10.342,0.342,-14.23687424
1361.268,10.308,0.308,-12.82051282
1361.668,10.274,0.274,-11.42857143
1361.868,10.274,0.274,-11.42857143
1362.068,10.274,0.274,-11.42857143
1362.268,10.274,0.274,-11.42857143
1362.668,10.274,0.274,-11.42857143
1362.868,10.274,0.274,-11.42857143
1363.068,10.241,0.241,-10.01221001
1363.268,10.274,0.274,-11.42857143
1363.668,10.274,0.274,-11.42857143
1363.868,10.274,0.274,-11.42857143
1364.068,10.274,0.274,-11.42857143
1364.268,10.274,0.274,-11.42857143
1364.668,10.308,0.308,-12.82051282
1364.868,10.308,0.308,-12.82051282
1365.068,10.308,0.308,-12.82051282
1365.268,10.342,0.342,-14.23687424
1365.668,10.375,0.375,-15.62881563
1365.868,10.375,0.375,-15.62881563
1366.068,10.375,0.375,-15.62881563
1366.268,10.409,0.409,-17.02075702
1366.668,10.409,0.409,-17.02075702
1366.868,10.443,0.443,-18.43711844
1367.068,10.443,0.443,-18.43711844
1367.268,10.443,0.443,-18.43711844
1367.668,10.476,0.476,-19.82905983
1367.868,10.51,0.51,-21.24542125
1368.068,10.51,0.51,-21.24542125
1368.268,10.544,0.544,-22.63736264
1368.668,10.544,0.544,-22.63736264
1368.868,10.577,0.577,-24.05372405
1369.068,10.577,0.577,-24.05372405
1369.268,10.577,0.577,-24.05372405
1369.668,10.611,0.611,-25.44566545
1369.868,10.577,0.577,-24.05372405
1370.068,10.611,0.611,-25.44566545
1370.268,10.611,0.611,-25.44566545
1370.668,10.611,0.611,-25.44566545
1370.868,10.611,0.611,-25.44566545
1371.068,10.611,0.611,-25.44566545
1371.268,10.645,0.645,-26.86202686
1371.668,10.645,0.645,-26.86202686
1371.868,10.645,0.645,-26.86202686
1372.068,10.645,0.645,-26.86202686
1372.268,10.645,0.645,-26.86202686
1372.668,10.645,0.645,-26.86202686
1372.868,10.645,0.645,-26.86202686
1373.068,10.645,0.645,-26.86202686
1373.268,10.611,0.611,-25.44566545
1373.668,10.645,0.645,-26.86202686
1373.868,10.645,0.645,-26.86202686
1374.068,10.645,0.645,-26.86202686
1374.268,10.645,0.645,-26.86202686
1374.668,10.645,0.645,-26.86202686
1374.868,10.645,0.645,-26.86202686
1375.068,10.611,0.611,-25.44566545
1375.268,10.611,0.611,-25.44566545
1375.668,10.645,0.645,-26.86202686
1375.868,10.645,0.645,-26.86202686
1376.068,10.611,0.611,-25.44566545
1376.268,10.611,0.611,-25.44566545
1376.668,10.611,0.611,-25.44566545
1376.868,10.611,0.611,-25.44566545
1377.068,10.611,0.611,-25.44566545
1377.268,10.611,0.611,-25.44566545
1377.668,10.611,0.611,-25.44566545
1377.868,10.577,0.577,-24.05372405
1378.068,10.611,0.611,-25.44566545
1378.268,10.577,0.577,-24.05372405
1378.668,10.577,0.577,-24.05372405
1378.868,10.577,0.577,-24.05372405
1379.068,10.577,0.577,-24.05372405
1379.268,10.577,0.577,-24.05372405
1379.668,10.577,0.577,-24.05372405
1379.868,10.544,0.544,-22.63736264
1380.068,10.577,0.577,-24.05372405
1380.268,10.577,0.577,-24.05372405
1380.668,10.544,0.544,-22.63736264
1380.868,10.544,0.544,-22.63736264
1381.068,10.544,0.544,-22.63736264
1381.268,10.544,0.544,-22.63736264
1381.668,10.544,0.544,-22.63736264
1381.868,10.544,0.544,-22.63736264
1382.068,10.544,0.544,-22.63736264
1382.268,10.544,0.544,-22.63736264
1382.668,10.544,0.544,-22.63736264
1382.868,10.544,0.544,-22.63736264
1383.068,10.544,0.544,-22.63736264
1383.268,10.544,0.544,-22.63736264
1383.668,10.544,0.544,-22.63736264
1383.868,10.544,0.544,-22.63736264
1384.068,10.544,0.544,-22.63736264
1384.468,10.544,0.544,-22.63736264
1384.668,10.544,0.544,-22.63736264
1384.868,10.544,0.544,-22.63736264
1385.068,10.544,0.544,-22.63736264
1385.468,10.544,0.544,-22.63736264
1385.668,10.544,0.544,-22.63736264
1385.868,10.544,0.544,-22.63736264
1386.068,10.577,0.577,-24.05372405
1386.468,10.544,0.544,-22.63736264
1386.668,10.544,0.544,-22.63736264
1386.868,10.577,0.577,-24.05372405
1387.268,10.544,0.544,-22.63736264
1387.468,10.544,0.544,-22.63736264
1387.668,10.544,0.544,-22.63736264
1387.868,10.577,0.577,-24.05372405
1388.268,10.577,0.577,-24.05372405
1388.468,10.577,0.577,-24.05372405
1388.668,10.577,0.577,-24.05372405
1388.868,10.577,0.577,-24.05372405
1389.268,10.544,0.544,-22.63736264
1389.468,10.577,0.577,-24.05372405
1389.668,10.544,0.544,-22.63736264
1389.868,10.544,0.544,-22.63736264
1390.268,10.577,0.577,-24.05372405
1390.468,10.544,0.544,-22.63736264
1390.668,10.577,0.577,-24.05372405
1390.868,10.544,0.544,-22.63736264
1391.268,10.544,0.544,-22.63736264
1391.468,10.577,0.577,-24.05372405
1391.668,10.544,0.544,-22.63736264
1391.868,10.577,0.577,-24.05372405
1392.268,10.577,0.577,-24.05372405
1392.468,10.577,0.577,-24.05372405
1392.668,10.577,0.577,-24.05372405
1392.868,10.544,0.544,-22.63736264
1393.268,10.577,0.577,-24.05372405
1393.468,10.577,0.577,-24.05372405
1393.668,10.577,0.577,-24.05372405
1393.868,10.544,0.544,-22.63736264
1394.268,10.577,0.577,-24.05372405
1394.468,10.577,0.577,-24.05372405
1394.668,10.577,0.577,-24.05372405
1394.868,10.544,0.544,-22.63736264
1395.268,10.544,0.544,-22.63736264
1395.468,10.544,0.544,-22.63736264
1395.668,10.544,0.544,-22.63736264
1395.868,10.577,0.577,-24.05372405
1396.268,10.544,0.544,-22.63736264
1396.468,10.577,0.577,-24.05372405
1396.668,10.577,0.577,-24.05372405
1396.868,10.544,0.544,-22.63736264
1397.268,10.544,0.544,-22.63736264
1397.468,10.544,0.544,-22.63736264
1397.668,10.577,0.577,-24.05372405
1397.868,10.544,0.544,-22.63736264
1398.268,10.544,0.544,-22.63736264
1398.468,10.544,0.544,-22.63736264
1398.668,10.544,0.544,-22.63736264
1398.868,10.544,0.544,-22.63736264
1399.268,10.544,0.544,-22.63736264
1399.468,10.577,0.577,-24.05372405
1399.668,10.544,0.544,-22.63736264
1399.868,10.544,0.544,-22.63736264
1400.268,10.544,0.544,-22.63736264
1400.468,10.544,0.544,-22.63736264
1400.668,10.577,0.577,-24.05372405
1400.868,10.544,0.544,-22.63736264
1401.268,10.544,0.544,-22.63736264
1401.468,10.544,0.544,-22.63736264
1401.668,10.544,0.544,-22.63736264
1401.868,10.577,0.577,-24.05372405
1402.268,10.544,0.544,-22.63736264
1402.468,10.544,0.544,-22.63736264
1402.668,10.544,0.544,-22.63736264
1402.868,10.544,0.544,-22.63736264
1403.268,10.544,0.544,-22.63736264
1403.468,10.577,0.577,-24.05372405
1403.668,10.577,0.577,-24.05372405
1403.868,10.544,0.544,-22.63736264
1404.268,10.544,0.544,-22.63736264
1404.468,10.577,0.577,-24.05372405
1404.668,10.544,0.544,-22.63736264
1404.868,10.544,0.544,-22.63736264
1405.068,10.544,0.544,-22.63736264
1405.468,10.544,0.544,-22.63736264
1405.668,10.544,0.544,-22.63736264
1405.868,10.544,0.544,-22.63736264
1406.068,10.544,0.544,-22.63736264
1406.468,10.544,0.544,-22.63736264
1406.668,10.577,0.577,-24.05372405
1406.868,10.544,0.544,-22.63736264
1407.068,10.544,0.544,-22.63736264
1407.468,10.577,0.577,-24.05372405
1407.668,10.577,0.577,-24.05372405
1407.868,10.577,0.577,-24.05372405
1408.268,10.577,0.577,-24.05372405
1408.468,10.544,0.544,-22.63736264
1408.668,10.544,0.544,-22.63736264
1408.868,10.577,0.577,-24.05372405
1409.268,10.544,0.544,-22.63736264
1409.468,10.577,0.577,-24.05372405
1409.668,10.544,0.544,-22.63736264
1409.868,10.577,0.577,-24.05372405
1410.268,10.544,0.544,-22.63736264
1410.468,10.544,0.544,-22.63736264
1410.668,10.544,0.544,-22.63736264
1410.868,10.544,0.544,-22.63736264
1411.268,10.577,0.577,-24.05372405
1411.468,10.544,0.544,-22.63736264
1411.668,10.544,0.544,-22.63736264
1411.868,10.544,0.544,-22.63736264
1412.268,10.544,0.544,-22.63736264
1412.468,10.544,0.544,-22.63736264
1412.668,10.544,0.544,-22.63736264
1412.868,10.544,0.544,-22.63736264
1413.268,10.544,0.544,-22.63736264
1413.468,10.544,0.544,-22.63736264
1413.668,10.544,0.544,-22.63736264
1413.868,10.544,0.544,-22.63736264
1414.268,10.544,0.544,-22.63736264
1414.468,10.544,0.544,-22.63736264
1414.668,10.544,0.544,-22.63736264
1414.868,10.544,0.544,-22.63736264
1415.268,10.544,0.544,-22.63736264
1415.468,10.544,0.544,-22.63736264
1415.668,10.544,0.544,-22.63736264
1415.868,10.577,0.577,-24.05372405
1416.268,10.544,0.544,-22.63736264
1416.468,10.544,0.544,-22.63736264
1416.668,10.544,0.544,-22.63736264
1416.868,10.544,0.544,-22.63736264
1417.268,10.544,0.544,-22.63736264
1417.468,10.544,0.544,-22.63736264
1417.668,10.544,0.544,-22.63736264
1417.868,10.544,0.544,-22.63736264
1418.268,10.544,0.544,-22.63736264
1418.468,10.544,0.544,-22.63736264
1418.668,10.544,0.544,-22.63736264
1418.868,10.544,0.544,-22.63736264
1419.268,10.544,0.544,-22.63736264
1419.468,10.577,0.577,-24.05372405
1419.668,10.544,0.544,-22.63736264
1419.868,10.544,0.544,-22.63736264
1420.268,10.544,0.544,-22.63736264
1420.468,10.544,0.544,-22.63736264
1420.668,10.544,0.544,-22.63736264
1420.868,10.544,0.544,-22.63736264
1421.268,10.544,0.544,-22.63736264
1421.468,10.544,0.544,-22.63736264
1421.668,10.544,0.544,-22.63736264
1421.868,10.544,0.544,-22.63736264
1422.268,10.544,0.544,-22.63736264
1422.468,10.544,0.544,-22.63736264
1422.668,10.577,0.577,-24.05372405
1422.868,10.544,0.544,-22.63736264
1423.268,10.544,0.544,-22.63736264
1423.468,10.544,0.544,-22.63736264
1423.668,10.577,0.577,-24.05372405
1423.868,10.577,0.577,-24.05372405
1424.268,10.544,0.544,-22.63736264
1424.468,10.544,0.544,-22.63736264
1424.668,10.544,0.544,-22.63736264
1424.868,10.544,0.544,-22.63736264
1425.268,10.544,0.544,-22.63736264
1425.468,10.544,0.544,-22.63736264
1425.668,10.544,0.544,-22.63736264
1425.868,10.544,0.544,-22.63736264
1426.268,10.544,0.544,-22.63736264
1426.468,10.544,0.544,-22.63736264
1426.668,10.544,0.544,-22.63736264
1426.868,10.544,0.544,-22.63736264
1427.268,10.544,0.544,-22.63736264
1427.468,10.544,0.544,-22.63736264
1427.668,10.544,0.544,-22.63736264
1427.868,10.544,0.544,-22.63736264
1428.068,10.544,0.544,-22.63736264
1428.468,10.544,0.544,-22.63736264
1428.668,10.544,0.544,-22.63736264
1428.868,10.544,0.544,-22.63736264
1429.068,10.544,0.544,-22.63736264
1429.468,10.544,0.544,-22.63736264
1429.668,10.544,0.544,-22.63736264
1429.868,10.544,0.544,-22.63736264
1430.268,10.544,0.544,-22.63736264
1430.468,10.544,0.544,-22.63736264
1430.668,10.577,0.577,-24.05372405
1430.868,10.544,0.544,-22.63736264
1431.268,10.544,0.544,-22.63736264
1431.468,10.577,0.577,-24.05372405
1431.668,10.544,0.544,-22.63736264
1431.868,10.544,0.544,-22.63736264
1432.268,10.544,0.544,-22.63736264
1432.468,10.544,0.544,-22.63736264
1432.668,10.544,0.544,-22.63736264
1432.868,10.544,0.544,-22.63736264
1433.268,10.544,0.544,-22.63736264
1433.468,10.544,0.544,-22.63736264
1433.668,10.544,0.544,-22.63736264
1433.868,10.544,0.544,-22.63736264
1434.268,10.544,0.544,-22.63736264
