Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
597.468,-9.204,-9.204,-66.32478632478633
597.668,-9.204,-9.204,100.0
598.068,-9.204,-9.204,100.0
598.268,-9.204,-9.204,100.0
598.468,-9.17,-9.17,100.0
598.668,-9.17,-9.17,100.0
599.068,-9.07,-9.07,100.0
599.268,-9.003,-9.003,100.0
599.468,-8.903,-8.903,100.0
599.668,-8.802,-8.802,100.0
600.068,-8.568,-8.568,100.0
600.268,-8.467,-8.467,100.0
600.468,-8.3,-8.3,100.0
600.668,-8.132,-8.132,100.0
601.068,-7.797,-7.797,100.0
601.268,-7.63,-7.63,100.0
601.468,-7.429,-7.429,100.0
601.868,-7.027,-7.027,100.0
602.068,-6.826,-6.826,100.0
602.268,-6.625,-6.625,100.0
602.468,-6.39,-6.39,100.0
602.868,-5.921,-5.921,100.0
603.068,-5.72,-5.72,100.0
603.268,-5.485,-5.485,100.0
603.668,-4.982,-4.982,100.0
603.868,-4.748,-4.748,100.0
604.068,-4.479,-4.479,100.0
604.268,-4.245,-4.245,100.0
604.668,-3.708,-3.708,100.0
604.868,-3.473,-3.473,100.0
605.068,-3.205,-3.205,100.0
605.268,-2.97,-2.97,100.0
605.668,-2.433,-2.433,100.0
605.868,-2.165,-2.165,100.0
606.068,-1.896,-1.896,100.0
606.268,-1.628,-1.628,100.0
606.668,-1.124,-1.124,93.6996336996337
606.868,-0.856,-0.856,71.30647130647131
607.068,-0.554,-0.554,46.12942612942613
607.268,-0.319,-0.319,26.544566544566546
607.668,0.219,0.219,-18.266178266178265
607.868,0.455,0.455,-37.875457875457876
608.068,0.723,0.723,-60.26862026862027
608.268,0.958,0.958,-79.85347985347985
608.668,1.395,1.395,-100.0
608.868,1.597,1.597,-100.0
609.068,1.765,1.765,-100.0
609.468,2.134,2.134,-100.0
609.668,2.268,2.268,-100.0
609.868,2.369,2.369,-100.0
610.068,2.503,2.503,-100.0
610.468,2.705,2.705,-100.0
610.668,2.806,2.806,-100.0
610.868,2.873,2.873,-100.0
611.068,2.94,2.94,-100.0
611.468,3.041,3.041,-100.0
611.668,3.108,3.108,-100.0
611.868,3.142,3.142,-100.0
612.268,3.209,3.209,-100.0
612.468,3.243,3.243,-100.0
612.668,3.243,3.243,-100.0
612.868,3.243,3.243,-100.0
613.268,3.243,3.243,-100.0
613.468,3.277,3.277,-100.0
613.668,3.277,3.277,-100.0
614.068,3.243,3.243,-100.0
614.268,3.243,3.243,-100.0
614.468,3.209,3.209,-100.0
614.668,3.209,3.209,-100.0
615.068,3.176,3.176,-100.0
615.268,3.142,3.142,-100.0
615.468,3.142,3.142,-100.0
615.668,3.108,3.108,-100.0
616.068,3.041,3.041,-100.0
616.268,3.008,3.008,-100.0
616.468,2.974,2.974,-100.0
616.668,2.94,2.94,-100.0
617.068,2.873,2.873,-100.0
617.268,2.84,2.84,-100.0
617.468,2.806,2.806,-100.0
617.668,2.772,2.772,-100.0
618.068,2.672,2.672,-100.0
618.268,2.638,2.638,-100.0
618.468,2.571,2.571,-100.0
618.668,2.537,2.537,-100.0
619.068,2.47,2.47,-100.0
619.268,2.436,2.436,-100.0
619.468,2.369,2.369,-100.0
619.868,2.302,2.302,-100.0
620.068,2.235,2.235,-100.0
620.268,2.201,2.201,-100.0
620.468,2.134,2.134,-100.0
620.868,2.067,2.067,-100.0
621.068,2.0,2.0,-100.0
621.268,1.932,1.932,-100.0
621.468,1.899,1.899,-100.0
621.868,1.798,1.798,-100.0
622.068,1.731,1.731,-100.0
622.268,1.697,1.697,-100.0
622.468,1.63,1.63,-100.0
622.868,1.563,1.563,-100.0
623.068,1.496,1.496,-100.0
623.268,1.462,1.462,-100.0
623.668,1.362,1.362,-100.0
623.868,1.294,1.294,-100.0
624.068,1.227,1.227,-100.0
624.268,1.193,1.193,-99.43833943833944
624.668,1.093,1.093,-91.03785103785104
624.868,1.025,1.025,-85.42124542124542
625.068,0.992,0.992,-82.63736263736264
625.268,0.958,0.958,-79.85347985347985
625.668,0.858,0.858,-71.45299145299145
625.868,0.824,0.824,-68.66910866910867
626.068,0.757,0.757,-63.052503052503056
626.268,0.723,0.723,-60.26862026862027
626.668,0.589,0.589,-49.08424908424909
626.868,0.555,0.555,-46.25152625152625
627.068,0.488,0.488,-40.68376068376068
627.268,0.488,0.488,-40.68376068376068
627.668,0.421,0.421,-35.06715506715507
627.868,0.387,0.387,-32.28327228327228
628.068,0.354,0.354,-29.474969474969473
628.268,0.32,0.32,-26.666666666666668
628.668,0.253,0.253,-21.0989010989011
628.868,0.253,0.253,-21.0989010989011
629.068,0.219,0.219,-18.266178266178265
629.268,0.186,0.186,-15.482295482295482
629.668,0.186,0.186,-15.482295482295482
629.868,0.152,0.152,-12.698412698412698
630.068,0.152,0.152,-12.698412698412698
630.268,0.186,0.186,-15.482295482295482
630.668,0.186,0.186,-15.482295482295482
630.868,0.186,0.186,-15.482295482295482
631.068,0.186,0.186,-15.482295482295482
631.268,0.219,0.219,-18.266178266178265
631.668,0.253,0.253,-21.0989010989011
631.868,0.253,0.253,-21.0989010989011
632.068,0.287,0.287,-23.882783882783883
632.268,0.287,0.287,-23.882783882783883
632.668,0.354,0.354,-29.474969474969473
632.868,0.354,0.354,-29.474969474969473
633.068,0.387,0.387,-32.28327228327228
633.268,0.421,0.421,-35.06715506715507
633.668,0.455,0.455,-37.875457875457876
633.868,0.488,0.488,-40.68376068376068
634.068,0.488,0.488,-40.68376068376068
634.468,0.522,0.522,-43.46764346764347
634.668,0.555,0.555,-46.25152625152625
634.868,0.589,0.589,-49.08424908424909
635.068,0.589,0.589,-49.08424908424909
635.468,0.622,0.622,-51.86813186813187
635.668,0.656,0.656,-54.65201465201465
635.868,0.656,0.656,-54.65201465201465
636.068,0.656,0.656,-54.65201465201465
636.468,0.656,0.656,-54.65201465201465
636.668,0.656,0.656,-54.65201465201465
636.868,0.689,0.689,-57.43589743589744
637.068,0.689,0.689,-57.43589743589744
637.468,0.689,0.689,-57.43589743589744
637.668,0.689,0.689,-57.43589743589744
637.868,0.689,0.689,-57.43589743589744
638.068,0.689,0.689,-57.43589743589744
638.468,0.689,0.689,-57.43589743589744
638.668,0.689,0.689,-57.43589743589744
638.868,0.689,0.689,-57.43589743589744
639.268,0.656,0.656,-54.65201465201465
639.468,0.656,0.656,-54.65201465201465
639.668,0.622,0.622,-51.86813186813187
639.868,0.622,0.622,-51.86813186813187
640.268,0.589,0.589,-49.08424908424909
640.468,0.589,0.589,-49.08424908424909
640.668,0.589,0.589,-49.08424908424909
640.868,0.589,0.589,-49.08424908424909
641.268,0.555,0.555,-46.25152625152625
641.468,0.555,0.555,-46.25152625152625
641.668,0.555,0.555,-46.25152625152625
641.868,0.522,0.522,-43.46764346764347
642.268,0.522,0.522,-43.46764346764347
642.468,0.488,0.488,-40.68376068376068
642.668,0.522,0.522,-43.46764346764347
643.068,0.488,0.488,-40.68376068376068
643.268,0.455,0.455,-37.875457875457876
643.468,0.455,0.455,-37.875457875457876
643.668,0.455,0.455,-37.875457875457876
643.868,0.455,0.455,-37.875457875457876
644.268,0.455,0.455,-37.875457875457876
644.468,0.455,0.455,-37.875457875457876
644.668,0.455,0.455,-37.875457875457876
644.868,0.455,0.455,-37.875457875457876
645.268,0.455,0.455,-37.875457875457876
645.468,0.455,0.455,-37.875457875457876
645.668,0.455,0.455,-37.875457875457876
645.868,0.455,0.455,-37.875457875457876
646.268,0.455,0.455,-37.875457875457876
646.468,0.455,0.455,-37.875457875457876
646.668,0.455,0.455,-37.875457875457876
646.868,0.455,0.455,-37.875457875457876
647.268,0.455,0.455,-37.875457875457876
647.468,0.488,0.488,-40.68376068376068
647.668,0.455,0.455,-37.875457875457876
648.068,0.455,0.455,-37.875457875457876
648.268,0.455,0.455,-37.875457875457876
648.468,0.455,0.455,-37.875457875457876
648.668,0.488,0.488,-40.68376068376068
649.068,0.488,0.488,-40.68376068376068
649.268,0.488,0.488,-40.68376068376068
649.468,0.488,0.488,-40.68376068376068
649.668,0.522,0.522,-43.46764346764347
650.068,0.488,0.488,-40.68376068376068
650.268,0.522,0.522,-43.46764346764347
650.468,0.522,0.522,-43.46764346764347
650.668,0.522,0.522,-43.46764346764347
651.068,0.522,0.522,-43.46764346764347
651.268,0.522,0.522,-43.46764346764347
651.468,0.522,0.522,-43.46764346764347
651.668,0.555,0.555,-46.25152625152625
652.068,0.555,0.555,-46.25152625152625
652.268,0.555,0.555,-46.25152625152625
652.468,0.555,0.555,-46.25152625152625
652.668,0.522,0.522,-43.46764346764347
652.868,0.555,0.555,-46.25152625152625
653.268,0.522,0.522,-43.46764346764347
653.468,0.522,0.522,-43.46764346764347
653.668,0.522,0.522,-43.46764346764347
653.868,0.555,0.555,-46.25152625152625
654.268,0.555,0.555,-46.25152625152625
654.468,0.522,0.522,-43.46764346764347
654.668,0.555,0.555,-46.25152625152625
654.868,0.522,0.522,-43.46764346764347
655.268,0.522,0.522,-43.46764346764347
655.468,0.555,0.555,-46.25152625152625
655.668,0.522,0.522,-43.46764346764347
655.868,0.522,0.522,-43.46764346764347
656.268,0.522,0.522,-43.46764346764347
656.468,0.522,0.522,-43.46764346764347
656.668,0.522,0.522,-43.46764346764347
656.868,0.488,0.488,-40.68376068376068
657.268,0.522,0.522,-43.46764346764347
657.468,0.522,0.522,-43.46764346764347
657.668,0.488,0.488,-40.68376068376068
657.868,0.488,0.488,-40.68376068376068
658.268,0.488,0.488,-40.68376068376068
658.468,0.488,0.488,-40.68376068376068
658.668,0.488,0.488,-40.68376068376068
658.868,0.488,0.488,-40.68376068376068
659.268,0.488,0.488,-40.68376068376068
659.468,0.488,0.488,-40.68376068376068
659.668,0.488,0.488,-40.68376068376068
659.868,0.488,0.488,-40.68376068376068
660.268,0.488,0.488,-40.68376068376068
660.468,0.488,0.488,-40.68376068376068
660.668,0.522,0.522,-43.46764346764347
661.068,0.488,0.488,-40.68376068376068
661.268,0.522,0.522,-43.46764346764347
661.468,0.488,0.488,-40.68376068376068
661.668,0.488,0.488,-40.68376068376068
661.868,0.488,0.488,-40.68376068376068
662.268,0.488,0.488,-40.68376068376068
662.468,0.488,0.488,-40.68376068376068
662.668,0.488,0.488,-40.68376068376068
662.868,0.488,0.488,-40.68376068376068
663.268,0.488,0.488,-40.68376068376068
663.468,0.488,0.488,-40.68376068376068
663.668,0.488,0.488,-40.68376068376068
664.068,0.488,0.488,-40.68376068376068
664.268,0.488,0.488,-40.68376068376068
664.468,0.522,0.522,-43.46764346764347
664.668,0.522,0.522,-43.46764346764347
664.868,0.522,0.522,-43.46764346764347
665.268,0.522,0.522,-43.46764346764347
665.468,0.488,0.488,-40.68376068376068
665.668,0.522,0.522,-43.46764346764347
666.068,0.522,0.522,-43.46764346764347
666.268,0.522,0.522,-43.46764346764347
666.468,0.522,0.522,-43.46764346764347
666.668,0.488,0.488,-40.68376068376068
667.068,0.488,0.488,-40.68376068376068
667.268,0.488,0.488,-40.68376068376068
667.468,0.522,0.522,-43.46764346764347
667.868,0.522,0.522,-43.46764346764347
668.068,0.522,0.522,-43.46764346764347
668.268,0.522,0.522,-43.46764346764347
668.468,0.522,0.522,-43.46764346764347
668.868,0.488,0.488,-40.68376068376068
669.068,0.522,0.522,-43.46764346764347
669.268,0.488,0.488,-40.68376068376068
669.468,0.488,0.488,-40.68376068376068
669.868,0.522,0.522,-43.46764346764347
670.068,0.488,0.488,-40.68376068376068
670.268,0.522,0.522,-43.46764346764347
670.468,0.488,0.488,-40.68376068376068
670.868,0.522,0.522,-43.46764346764347
671.068,0.522,0.522,-43.46764346764347
671.268,0.522,0.522,-43.46764346764347
671.668,0.522,0.522,-43.46764346764347
671.868,0.522,0.522,-43.46764346764347
672.068,0.522,0.522,-43.46764346764347
672.268,0.488,0.488,-40.68376068376068
672.668,0.488,0.488,-40.68376068376068
672.868,0.488,0.488,-40.68376068376068
673.068,0.488,0.488,-40.68376068376068
673.468,0.488,0.488,-40.68376068376068
673.668,0.488,0.488,-40.68376068376068
673.868,0.488,0.488,-40.68376068376068
674.068,0.488,0.488,-40.68376068376068
674.468,0.522,0.522,-43.46764346764347
674.668,0.488,0.488,-40.68376068376068
674.868,0.488,0.488,-40.68376068376068
675.068,0.488,0.488,-40.68376068376068
675.468,0.488,0.488,-40.68376068376068
675.668,0.522,0.522,-43.46764346764347
675.868,0.488,0.488,-40.68376068376068
676.268,0.522,0.522,-43.46764346764347
676.468,0.488,0.488,-40.68376068376068
676.668,0.488,0.488,-40.68376068376068
676.868,0.488,0.488,-40.68376068376068
677.268,0.488,0.488,-40.68376068376068
677.468,0.488,0.488,-40.68376068376068
677.668,0.488,0.488,-40.68376068376068
677.868,0.488,0.488,-40.68376068376068
678.268,0.522,0.522,-43.46764346764347
678.468,0.488,0.488,-40.68376068376068
678.668,0.488,0.488,-40.68376068376068
678.868,0.522,0.522,-43.46764346764347
679.268,0.488,0.488,-40.68376068376068
679.468,0.522,0.522,-43.46764346764347
679.668,0.488,0.488,-40.68376068376068
679.868,0.522,0.522,-43.46764346764347
680.268,0.488,0.488,-40.68376068376068
680.468,0.522,0.522,-43.46764346764347
680.668,0.522,0.522,-43.46764346764347
680.868,0.522,0.522,-43.46764346764347
681.268,0.488,0.488,-40.68376068376068
681.468,0.522,0.522,-43.46764346764347
681.668,0.522,0.522,-43.46764346764347
681.868,0.522,0.522,-43.46764346764347
682.268,0.522,0.522,-43.46764346764347
682.468,0.522,0.522,-43.46764346764347
682.668,0.488,0.488,-40.68376068376068
682.868,0.522,0.522,-43.46764346764347
683.268,0.488,0.488,-40.68376068376068
683.468,0.488,0.488,-40.68376068376068
683.668,0.488,0.488,-40.68376068376068
683.868,0.488,0.488,-40.68376068376068
684.268,0.488,0.488,-40.68376068376068
684.468,0.488,0.488,-40.68376068376068
684.668,0.488,0.488,-40.68376068376068
684.868,0.488,0.488,-40.68376068376068
685.268,0.488,0.488,-40.68376068376068
685.468,0.488,0.488,-40.68376068376068
685.668,0.488,0.488,-40.68376068376068
685.868,0.522,0.522,-43.46764346764347
686.268,0.488,0.488,-40.68376068376068
686.468,0.488,0.488,-40.68376068376068
686.668,0.488,0.488,-40.68376068376068
686.868,0.488,0.488,-40.68376068376068
687.268,0.488,0.488,-40.68376068376068
687.468,0.488,0.488,-40.68376068376068
687.668,0.522,0.522,-43.46764346764347
687.868,0.488,0.488,-40.68376068376068
688.268,0.488,0.488,-40.68376068376068
688.468,0.488,0.488,-40.68376068376068
688.668,0.488,0.488,-40.68376068376068
689.068,0.488,0.488,-40.68376068376068
689.268,0.488,0.488,-40.68376068376068
689.468,0.488,0.488,-40.68376068376068
689.668,0.522,0.522,-43.46764346764347
690.068,0.522,0.522,-43.46764346764347
