Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
883.468,40.009,0.009,21.85592186
883.668,39.975,-0.025,23.27228327
884.068,40.009,0.009,21.85592186
884.268,39.975,-0.025,23.2967033
884.468,39.975,-0.025,23.2967033
884.668,40.009,0.009,21.88034188
885.068,39.975,-0.025,23.32112332
885.268,39.975,-0.025,23.34554335
885.468,40.009,0.009,21.9047619
885.868,40.009,0.009,21.92918193
886.068,40.009,0.009,21.9047619
886.268,39.975,-0.025,23.34554335
886.468,39.975,-0.025,23.36996337
886.868,40.009,0.009,21.92918193
887.068,39.975,-0.025,23.36996337
887.268,40.009,0.009,21.95360195
887.668,39.975,-0.025,23.36996337
887.868,40.009,0.009,21.95360195
888.068,39.975,-0.025,23.36996337
888.468,40.009,0.009,21.95360195
888.668,39.975,-0.025,23.39438339
888.868,40.009,0.009,21.95360195
889.068,40.009,0.009,21.95360195
889.468,39.975,-0.025,23.39438339
889.668,39.975,-0.025,23.39438339
889.868,39.975,-0.025,23.41880342
890.068,40.009,0.009,21.97802198
890.468,40.009,0.009,21.97802198
890.668,39.975,-0.025,23.41880342
890.868,40.009,0.009,21.97802198
891.068,40.009,0.009,21.97802198
891.268,40.009,0.009,21.97802198
891.668,39.975,-0.025,23.39438339
891.868,39.975,-0.025,23.41880342
892.068,40.009,0.009,22.002442
892.468,40.009,0.009,22.002442
892.668,39.975,-0.025,23.44322344
892.868,40.009,0.009,22.002442
893.068,40.009,0.009,22.002442
893.268,40.009,0.009,22.002442
893.668,40.009,0.009,22.002442
893.868,40.009,0.009,21.97802198
894.068,40.009,0.009,21.97802198
894.468,40.009,0.009,21.97802198
894.668,40.009,0.009,21.97802198
894.868,40.009,0.009,21.95360195
895.268,40.009,0.009,21.95360195
895.468,40.043,0.043,20.51282051
895.668,40.009,0.009,21.92918193
896.068,40.009,0.009,21.92918193
896.268,40.009,0.009,21.9047619
896.468,40.009,0.009,21.9047619
896.668,40.009,0.009,21.9047619
897.068,40.009,0.009,21.9047619
897.268,40.009,0.009,21.88034188
897.468,40.009,0.009,21.88034188
897.868,40.009,0.009,21.88034188
898.068,40.009,0.009,21.88034188
898.268,40.043,0.043,20.43956044
898.468,40.009,0.009,21.83150183
898.868,40.009,0.009,21.83150183
899.068,40.009,0.009,21.83150183
899.268,40.009,0.009,21.83150183
899.668,40.009,0.009,21.80708181
899.868,40.009,0.009,21.80708181
900.068,40.009,0.009,21.80708181
900.468,40.009,0.009,21.78266178
900.668,40.009,0.009,21.78266178
900.868,40.009,0.009,21.78266178
901.068,40.009,0.009,21.78266178
901.468,40.009,0.009,21.75824176
901.668,40.009,0.009,21.75824176
901.868,40.009,0.009,21.75824176
902.268,40.009,0.009,21.75824176
902.468,40.009,0.009,21.73382173
