Time (s),Temperature (C),Temperature Error (C),DAC Voltage (%)
1856.068,39.601,-10.399,100
1856.268,39.669,-10.331,100
1856.468,39.737,-10.263,100
1856.868,39.873,-10.127,100
1857.068,39.941,-10.059,100
1857.268,40.077,-9.923,100
1857.468,40.179,-9.821,100
1857.868,40.383,-9.617,100
1858.068,40.484,-9.516,100
1858.268,40.586,-9.414,100
1858.468,40.722,-9.278,100
1858.868,40.994,-9.006,100
1859.068,41.096,-8.904,100
1859.268,41.232,-8.768,100
1859.468,41.368,-8.632,100
1859.868,41.674,-8.326,100
1860.068,41.81,-8.19,100
1860.268,41.946,-8.054,100
1860.468,42.116,-7.884,100
1860.868,42.422,-7.578,100
1861.068,42.592,-7.408,100
1861.268,42.728,-7.272,100
1861.668,43.068,-6.932,100
1861.868,43.204,-6.796,100
1862.068,43.374,-6.626,100
1862.268,43.544,-6.456,100
1862.668,43.85,-6.15,100
1862.868,44.021,-5.979,100
1863.068,44.19,-5.81,100
1863.268,44.361,-5.639,100
1863.668,44.701,-5.299,100
1863.868,44.871,-5.129,100
1864.068,45.041,-4.959,100
1864.268,45.211,-4.789,100
1864.668,45.552,-4.448,100
1864.868,45.688,-4.312,100
1865.068,45.858,-4.142,100
1865.268,46.028,-3.972,100
1865.468,46.198,-3.802,100
1865.868,46.539,-3.461,100
1866.068,46.709,-3.291,100
1866.268,46.879,-3.121,100
1866.468,47.084,-2.916,100
1866.868,47.39,-2.61,100
1867.068,47.594,-2.406,100
1867.268,47.73,-2.27,94.55433455
1867.468,47.935,-2.065,86.03174603
1867.868,48.241,-1.759,73.26007326
1868.068,48.412,-1.588,66.15384615
1868.268,48.582,-1.418,59.07203907
1868.468,48.753,-1.247,51.96581197
1868.868,49.059,-0.941,39.19413919
1869.068,49.195,-0.805,33.5042735
1869.268,49.366,-0.634,26.42246642
1869.468,49.468,-0.532,22.14896215
1869.868,49.74,-0.26,10.79365079
1870.068,49.843,-0.157,6.544566545
1870.268,49.945,-0.055,2.295482295
1870.668,50.115,0.115,-4.786324786
1870.868,50.252,0.252,-10.47619048
1871.068,50.286,0.286,-11.89255189
1871.268,50.354,0.354,-14.72527473
1871.468,50.422,0.422,-17.58241758
1871.868,50.49,0.49,-20.41514042
1872.068,50.524,0.524,-21.83150183
1872.268,50.558,0.558,-23.24786325
1872.668,50.558,0.558,-23.24786325
1872.868,50.558,0.558,-23.24786325
1873.068,50.558,0.558,-23.24786325
1873.268,50.558,0.558,-23.24786325
1873.668,50.558,0.558,-23.24786325
1873.868,50.49,0.49,-20.41514042
1874.068,50.49,0.49,-20.41514042
1874.268,50.422,0.422,-17.58241758
1874.668,50.354,0.354,-14.72527473
1874.868,50.32,0.32,-13.30891331
1875.068,50.286,0.286,-11.89255189
1875.268,50.218,0.218,-9.05982906
1875.668,50.081,0.081,-3.36996337
1875.868,50.047,0.047,-1.953601954
1876.068,49.979,-0.021,0.854700855
1876.268,49.945,-0.055,2.295482295
1876.668,49.809,-0.191,7.960927961
1876.868,49.74,-0.26,10.79365079
1877.068,49.706,-0.294,12.21001221
1877.268,49.638,-0.362,15.06715507
